"Referrer source","Referrer name","Day","Landing page URL","Session device type","Online store visitors","Sessions"
"direct",,"2024-08-04","https://www.hensandhollyhocks.com/products/velvet-napkin-bows-set-of-four-7?pr_prod_strat=e5_desc&pr_rec_id=583638d78&pr_rec_pid=7151931326624&pr_ref_pid=7151930048672&pr_seq=uniform","desktop",1,1
"direct",,"2024-08-04","https://www.hensandhollyhocks.com/products/poodle-candle-holder?pr_prod_strat=e5_desc&pr_rec_id=4f394c9f2&pr_rec_pid=6673778344096&pr_ref_pid=11597881933984&pr_seq=uniform","desktop",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-started-plate?variant=47651521101984&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQm0nmgJ9ZaUvaL-i_YQiHChOIFgHXtw7hciBYgZC1gBLdFXCij-iAEaAufZEALw_wcB&gad_source=1&gbraid=0AAAAA-ASyL61TUwemDufDGCdexzIU2V09&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQm0nmgJ9ZaUvaL-i_YQiHChOIFgHXtw7hciBYgZC1gBLdFXCij-iAEaAufZEALw_wcB","mobile",1,1
"direct",,"2024-08-05","https://www.hensandhollyhocks.com/","desktop",2,2
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/set-of-four-rattan-charger-plates-brown?variant=40983391830176&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQm0k5Pl-L0q9gktRlOX8gvUk0zHZFFL6mImYzMmcFmnq8Pz-pCp_g0aAlyYEALw_wcB&gad_source=1&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQm0k5Pl-L0q9gktRlOX8gvUk0zHZFFL6mImYzMmcFmnq8Pz-pCp_g0aAlyYEALw_wcB","mobile",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/large-glittery-wooden-christmas-tree?variant=42802013470880&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQnqnP8A6rDsVvmwsI0Wo_FnjOzRZARp9BZyziG8uMPxxalszt0xCb4aAnCOEALw_wcB&gad_source=1&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQnqnP8A6rDsVvmwsI0Wo_FnjOzRZARp9BZyziG8uMPxxalszt0xCb4aAnCOEALw_wcB","mobile",1,1
"social","instagram","2024-08-05","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZXxA7I8YEQjtNoYiKwbAzFP_GTfL4qeWsNeyYBcAdYayal0WxlYgcrJH0_aem_ftMRDyKUBMkvGnNhLGo69Q","mobile",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/tall-confetti-tumblers-1?variant=45879793352864&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQkyZTWOCQR2g8osOYmaJzytzV35Wh5ajMDkeTRIp7YHhBEcRhpAmVgaAl-iEALw_wcB&gad_source=1&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQkyZTWOCQR2g8osOYmaJzytzV35Wh5ajMDkeTRIp7YHhBEcRhpAmVgaAl-iEALw_wcB","mobile",1,1
"social","instagram","2024-08-05","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaaceGNBTanlW26fpsLB6QrKhJOzWuyP1A-S9iwm45n3S1Of2izyOrQgFvk_aem_BZeTBu5AI8kK5YIaVuUz-A","mobile",1,1
"direct",,"2024-08-05","https://www.hensandhollyhocks.com/products/porcelain-thermos-carafe-corals","desktop",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/velvet-napkin-bows-set-of-four-1?variant=41238400204960&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQmfgTiF-pN1wiFytL5F-6YPWvadS_9JppSQw8apkM6ynAPBjba1hcAaAgs4EALw_wcB&gad_source=1&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQmfgTiF-pN1wiFytL5F-6YPWvadS_9JppSQw8apkM6ynAPBjba1hcAaAgs4EALw_wcB","mobile",1,1
"direct",,"2024-08-05","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-dinner-plates-1?variant=42803880165536&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIqrGD8LrehwMV0JRQBh0vPyfiEAQYASABEgKNJ_D_BwE&gad_source=1&gclid=EAIaIQobChMIqrGD8LrehwMV0JRQBh0vPyfiEAQYASABEgKNJ_D_BwE","desktop",1,1
"direct",,"2024-08-05","https://www.hensandhollyhocks.com/products/red-scallop-edge-dinner-plate","mobile",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/scalloped-edge-splatter-plate?variant=50740645298336&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQkTrJBgebEmlh3aanrtQhhH_sVAWEGIJsri2XtjKDBkbn2jnG8w-A0aAig1EALw_wcB&gad_source=1&gbraid=0AAAAA-ASyL61TUwemDufDGCdexzIU2V09&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQkTrJBgebEmlh3aanrtQhhH_sVAWEGIJsri2XtjKDBkbn2jnG8w-A0aAig1EALw_wcB","mobile",1,1
"direct",,"2024-08-05","https://www.hensandhollyhocks.com/products/large-glittery-wooden-christmas-tree?variant=42802013470880&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIsIKFht7dhwMVhJFQBh1bExoPEAQYAiABEgLOBPD_BwE&gad_source=1&gbraid=0AAAAA-ASyL61TUwemDufDGCdexzIU2V09&gclid=EAIaIQobChMIsIKFht7dhwMVhJFQBh1bExoPEAQYAiABEgLOBPD_BwE","desktop",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/red-scallop-edge-dinner-plate","mobile",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/riviera-hydrangea-leaf-plate-set-of-two?variant=50957562544288&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQmX-603p-qxQyjnaFUhE51TWuaDK74kKN13mOB0UZVlBc6NJBc4DYUaAs7rEALw_wcB&gad_source=1&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQmX-603p-qxQyjnaFUhE51TWuaDK74kKN13mOB0UZVlBc6NJBc4DYUaAs7rEALw_wcB","mobile",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/hobnail-glasses-lilac-set-of-6?variant=41328915382432&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIhY6XkYnehwMVBZVQBh0A6xC6EAQYDSABEgIAUvD_BwE&gad_source=1&gbraid=0AAAAA-ASyL61TUwemDufDGCdexzIU2V09&gclid=EAIaIQobChMIhY6XkYnehwMVBZVQBh0A6xC6EAQYDSABEgIAUvD_BwE","mobile",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/plum-pudding-mug?variant=41316513349792&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQn-5tzj9BV32qAIiJHtswmcj3brDze2rx8xkOOtn9lChyScoYSqz98aAmQ5EALw_wcB&gad_source=1&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQn-5tzj9BV32qAIiJHtswmcj3brDze2rx8xkOOtn9lChyScoYSqz98aAmQ5EALw_wcB","mobile",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/large-glittery-wooden-christmas-tree?variant=42802013470880&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQly7q9yzXDDAC6wLf4w1PlA3dVa-oQ1-ZX55HH2zjuH-tIJ7SWD_QYaAqkmEALw_wcB&gad_source=1&gbraid=0AAAAA-ASyL61TUwemDufDGCdexzIU2V09&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQly7q9yzXDDAC6wLf4w1PlA3dVa-oQ1-ZX55HH2zjuH-tIJ7SWD_QYaAqkmEALw_wcB","mobile",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-dinner-plate?variant=47651506847904&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQktYPvq_nF__2leEnnvkFduTz6Mo0AuTUM5IBhLX5F5s3GrMYYs_qsaApm6EALw_wcB&gad_source=1&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQktYPvq_nF__2leEnnvkFduTz6Mo0AuTUM5IBhLX5F5s3GrMYYs_qsaApm6EALw_wcB","mobile",1,1
"search","google","2024-08-05","https://www.hensandhollyhocks.com/collections/christmas-crockery","mobile",1,1
"direct",,"2024-08-05","https://www.hensandhollyhocks.com/products/large-glittery-wooden-christmas-tree?variant=42802013470880&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIotyfh-HehwMVwptQBh2bHA9bEAQYAyABEgLXm_D_BwE&gad_source=1&gbraid=0AAAAA-ASyL61TUwemDufDGCdexzIU2V09&gclid=EAIaIQobChMIotyfh-HehwMVwptQBh2bHA9bEAQYAyABEgLXm_D_BwE","desktop",1,1
"direct",,"2024-08-05","https://www.hensandhollyhocks.com/products/large-glittery-wooden-christmas-tree?variant=42802013470880&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQm-LNuDtlnc21cgpBLpqHd4xfg7XZRRWAz8tQJ0vA-ZwcbHj5QqGWgaAo4uEALw_wcB&gad_source=1&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQm-LNuDtlnc21cgpBLpqHd4xfg7XZRRWAz8tQJ0vA-ZwcbHj5QqGWgaAo4uEALw_wcB","desktop",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/","desktop",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/scallop-edge-dessert-side-plate?variant=39822491517088&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiAvPjjrDOjFjp3MlQtah5IXPMa0ZZfpGXIKpKJug7tSYaYoG-5BbwxoC6WAQAvD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=CjwKCAjwk8e1BhALEiwAc8MHiAvPjjrDOjFjp3MlQtah5IXPMa0ZZfpGXIKpKJug7tSYaYoG-5BbwxoC6WAQAvD_BwE","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/copy-of-sage-ceramic-apple?variant=45879642357920&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIwsL4w53ghwMVJpNQBh1yNQ4bEAQYGCABEgKTJfD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=EAIaIQobChMIwsL4w53ghwMVJpNQBh1yNQ4bEAQYGCABEgKTJfD_BwE","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-dinner-plate?variant=47651506847904&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIkJS614_hhwMVMZFQBh3HMBdYEAQYHiABEgKBmPD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=EAIaIQobChMIkJS614_hhwMVMZFQBh3HMBdYEAQYHiABEgKBmPD_BwE","mobile",1,1
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/set-of-four-tapered-candles-coral?variant=40980374093984&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMI7qiRmczghwMVhotQBh0TrQY-EAQYKCABEgKwIPD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=EAIaIQobChMI7qiRmczghwMVhotQBh0TrQY-EAQYKCABEgKwIPD_BwE","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/thermos-rattan-carafe?variant=41226164207776&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIof2AiJrghwMVkqSDBx2Ayx70EAQYBSABEgKCWvD_BwE&gad_source=1&gclid=EAIaIQobChMIof2AiJrghwMVkqSDBx2Ayx70EAQYBSABEgKCWvD_BwE","mobile",1,1
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-salad-plates?variant=42803879739552&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiMPjqC0zW_EzEQIvd-HKp9KlPex525po7wwbeh2gphmslNva0NbY9RoCpO8QAvD_BwE&gad_source=1&gclid=CjwKCAjwk8e1BhALEiwAc8MHiMPjqC0zW_EzEQIvd-HKp9KlPex525po7wwbeh2gphmslNva0NbY9RoCpO8QAvD_BwE","desktop",1,1
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-dinner-plates-1","other",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-dinner-plates","mobile",1,1
"unknown","live","2024-08-06","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-salad-plates?variant=42803879739552&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiMPjqC0zW_EzEQIvd-HKp9KlPex525po7wwbeh2gphmslNva0NbY9RoCpO8QAvD_BwE&gad_source=1&gclid=CjwKCAjwk8e1BhALEiwAc8MHiMPjqC0zW_EzEQIvd-HKp9KlPex525po7wwbeh2gphmslNva0NbY9RoCpO8QAvD_BwE","desktop",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/set-of-four-oiseaux-de-paradis-dessert-plates?variant=39822501609632&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMI9N36tv3ghwMVQpZQBh1sGw5FEAQYGiABEgLH1fD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=EAIaIQobChMI9N36tv3ghwMVQpZQBh1sGw5FEAQYGiABEgLH1fD_BwE","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-dinner-plate?variant=47651506847904&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiJg1ij5T1xQKbG-bKU6q_1G_4t00_5iAArDO3SE-9DKyBxaM3D0oTxoCz6sQAvD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=CjwKCAjwk8e1BhALEiwAc8MHiJg1ij5T1xQKbG-bKU6q_1G_4t00_5iAArDO3SE-9DKyBxaM3D0oTxoCz6sQAvD_BwE","mobile",1,1
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/collections/glassware?sort_by=created-descending","desktop",1,1
"social","instagram","2024-08-06","https://www.hensandhollyhocks.com/?fbclid=PAZXh0bgNhZW0CMTEAAaaIKJ9EMPOAmOolNeTv2bcVMmMcjKi9dDnlfiI-AFMuc60GuPwyJOLgIUA_aem_D2A1csuC-WeViFHF3Xkqpg","mobile",1,1
"unknown",,"2024-08-06","https://www.hensandhollyhocks.com/products/pop-floral-cushion","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/large-glittery-wooden-christmas-tree?variant=42802013470880&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjw8MG1BhCoARIsAHxSiQmbeNW9hYM6GmyCjCSPQ0MKuwWmoR0s0mjJu7s9Mon6A5Hn4aEPh-AaAldvEALw_wcB&gad_source=1&gclid=Cj0KCQjw8MG1BhCoARIsAHxSiQmbeNW9hYM6GmyCjCSPQ0MKuwWmoR0s0mjJu7s9Mon6A5Hn4aEPh-AaAldvEALw_wcB","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/duck-jug","desktop",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/green-velvet-toadstools?variant=41316510269600&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiOxtFR2LNq2op9fTtxrD1uYZrHSgUdaFYoNOjqjRDQwxfacnlNuhdxoCizQQAvD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=CjwKCAjwk8e1BhALEiwAc8MHiOxtFR2LNq2op9fTtxrD1uYZrHSgUdaFYoNOjqjRDQwxfacnlNuhdxoCizQQAvD_BwE","other",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/agatha-hand-painted-vase?variant=47242523148448&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiFDEOQ3l3KgQydR-ig1p34ygN-QC1X8RjtVao0LclIkZZQIEx1adVBoCexEQAvD_BwE&gad_source=1&gclid=CjwKCAjwk8e1BhALEiwAc8MHiFDEOQ3l3KgQydR-ig1p34ygN-QC1X8RjtVao0LclIkZZQIEx1adVBoCexEQAvD_BwE","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-dinner-plate?variant=47651506847904&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiDHH8Nhn0lA_np6PXHLTettnSOMKpworpUuCeXwuRE2cv_BP4I2EABoCBhsQAvD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=CjwKCAjwk8e1BhALEiwAc8MHiDHH8Nhn0lA_np6PXHLTettnSOMKpworpUuCeXwuRE2cv_BP4I2EABoCBhsQAvD_BwE","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-dinner-plate?variant=47651506847904&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiJrk9e_GCENeXINwhmM8uwhAOLmi0IApIVAHaOH5UZRIFj0HFnSYhBoC5bYQAvD_BwE&gad_source=1&gclid=CjwKCAjwk8e1BhALEiwAc8MHiJrk9e_GCENeXINwhmM8uwhAOLmi0IApIVAHaOH5UZRIFj0HFnSYhBoC5bYQAvD_BwE","mobile",1,1
"direct","hensandhollyhocks","2024-08-06","https://www.hensandhollyhocks.com/products/scallop-edge-dinner-plate?_pos=2&_sid=56df44e90&_ss=r","desktop",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-dinner-plates-1?variant=42803880165536&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIoMnplrHhhwMVSpJQBh25QzEZEAQYBSABEgJZfPD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=EAIaIQobChMIoMnplrHhhwMVSpJQBh25QzEZEAQYBSABEgJZfPD_BwE","mobile",1,1
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/","desktop",3,3
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/products/green-velvet-toadstools?variant=41316510269600&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIipLfhLvhhwMVaoBQBh1EZS8iEAQYBiABEgIosfD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=EAIaIQobChMIipLfhLvhhwMVaoBQBh1EZS8iEAQYBiABEgIosfD_BwE","desktop",1,1
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-dinner-plates-1?variant=42803880165536&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=EAIaIQobChMIqPzn4J7hhwMV0KaDBx0MxDoxEAQYAyABEgKS2PD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=EAIaIQobChMIqPzn4J7hhwMV0KaDBx0MxDoxEAQYAyABEgKS2PD_BwE","desktop",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/ikat-tablecloth","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/hobnail-jug?variant=39822019133600&currency=GBP&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOorXYKMpJ3WbvaTNYMSpOJV5X5cMHwaya3y03yEi6AgvHEmkFV86Lzo","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-dinner-plate?variant=47651506847904&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiGKR3s2XcABbLL2CSR9Gp0BR_W191fEvPE1hJLnXaY7z-b30Br5IUhoCY3sQAvD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=CjwKCAjwk8e1BhALEiwAc8MHiGKR3s2XcABbLL2CSR9Gp0BR_W191fEvPE1hJLnXaY7z-b30Br5IUhoCY3sQAvD_BwE","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/scalloped-edge-placemats-set-of-four","desktop",1,1
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-candle-holder-1?variant=47661579960480&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiKzWFK8RLOmExxACW-Bt1AmNi72LcmieGuqeiCPXW8h77iqrwtu2ABoCiyIQAvD_BwE&gad_source=1&gclid=CjwKCAjwk8e1BhALEiwAc8MHiKzWFK8RLOmExxACW-Bt1AmNi72LcmieGuqeiCPXW8h77iqrwtu2ABoCiyIQAvD_BwE","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/large-glittery-wooden-christmas-tree?variant=42802013470880&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiDAN5P7mrebM6dFrDn8pz3y2Ejr2MHGuvfXHLykqu34TYpsqU6jz-RoCOq0QAvD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=CjwKCAjwk8e1BhALEiwAc8MHiDAN5P7mrebM6dFrDn8pz3y2Ejr2MHGuvfXHLykqu34TYpsqU6jz-RoCOq0QAvD_BwE","other",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/candy-cane-ceramic-dinner-plates-1?variant=42803880165536&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiGw5Vmv3iH_hnAl5LevOkzAH88c34Y8skLhqqWzXrHTFOIc_xeI9BxoChd4QAvD_BwE&gad_source=1&gclid=CjwKCAjwk8e1BhALEiwAc8MHiGw5Vmv3iH_hnAl5LevOkzAH88c34Y8skLhqqWzXrHTFOIc_xeI9BxoChd4QAvD_BwE","mobile",1,1
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/products/regency-gold-laying-deer","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/green-scallop-edge-dinner-plate?variant=39883353587872&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiKcaNcSyOV5Al4kpJn4QAWIqWtJWNZKCswEtYeuyYgJO6NwZuyfrRxoCcdQQAvD_BwE&gad_source=1&gclid=CjwKCAjwk8e1BhALEiwAc8MHiKcaNcSyOV5Al4kpJn4QAWIqWtJWNZKCswEtYeuyYgJO6NwZuyfrRxoCcdQQAvD_BwE","mobile",1,1
"search","google","2024-08-06","https://www.hensandhollyhocks.com/products/five-piece-bamboo-flatware-set","desktop",2,2
"direct",,"2024-08-06","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-started-plate?variant=47651521101984&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiCeL6xp2h7UHhWUC3t4iOnxCUV0_cDLnZ2sWAHhUJFKXvZwQilFODBoCN08QAvD_BwE&gad_source=1&gclid=CjwKCAjwk8e1BhALEiwAc8MHiCeL6xp2h7UHhWUC3t4iOnxCUV0_cDLnZ2sWAHhUJFKXvZwQilFODBoCN08QAvD_BwE","desktop",1,1
"direct",,"2024-08-07","https://www.hensandhollyhocks.com/products/royal-blue-morika-jug","desktop",1,1
"search","google","2024-08-07","https://www.hensandhollyhocks.com/products/navidad-scalloped-edge-dinner-plate?variant=47651506847904&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=CjwKCAjwk8e1BhALEiwAc8MHiDHH8Nhn0lA_np6PXHLTettnSOMKpworpUuCeXwuRE2cv_BP4I2EABoCBhsQAvD_BwE&gad_source=1&gbraid=0AAAAA-ASyL73tcg0xPblUcjrDUFvOLRnA&gclid=CjwKCAjwk8e1BhALEiwAc8MHiDHH8Nhn0lA_np6PXHLTettnSOMKpworpUuCeXwuRE2cv_BP4I2EABoCBhsQAvD_BwE","mobile",1,1
"direct",,"2024-08-07","https://fogktzjdrp4xah00hv9s9wzp2a0xk4g-46049722528.shopifypreview.com/?cb=b0cbf13f3b8556b8f5b590d7fa77283d6f724a141c798b7eabfe8c513daddb41","desktop",3,3
"search","google","2024-08-07","https://www.hensandhollyhocks.com/products/scallop-edge-dessert-side-plate?variant=39822491517088&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjwtsy1BhD7ARIsAHOi4xae8r6Yb1oF_xyGxH15Ycq7qyIO9LpyZhyLMuIQBJN60z0galCdR0waAuQ2EALw_wcB&gad_source=1&gbraid=0AAAAA-ASyL53RmOhkil1U_1tohipGhp31&gclid=Cj0KCQjwtsy1BhD7ARIsAHOi4xae8r6Yb1oF_xyGxH15Ycq7qyIO9LpyZhyLMuIQBJN60z0galCdR0waAuQ2EALw_wcB","mobile",1,1
"direct",,"2024-08-07","https://www.hensandhollyhocks.com/products/underlay-garnet-marika-jug","desktop",1,1
"search","google","2024-08-07","https://www.hensandhollyhocks.com/products/scalloped-edge-splatter-plate?variant=50740645298336&utm_campaign=orderlegend&utm_source=google_css&utm_campaign=orderlegend&utm_medium=Cj0KCQjwtsy1BhD7ARIsAHOi4xZqkvw_84UgeJ8CakclrTnfEvEiCVxCvRBc5Qr-mKqlWFxpI5-SyQkaAhgnEALw_wcB&gad_source=1&gclid=Cj0KCQjwtsy1BhD7ARIsAHOi4xZqkvw_84UgeJ8CakclrTnfEvEiCVxCvRBc5Qr-mKqlWFxpI5-SyQkaAhgnEALw_wcB","mobile",1,1
